발생년,발생년월일시,발생시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도, 어린이사고 여부*
2015,2015010809,9,주,목,1,1,0,0,1,경기,안양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,949065,1932890,126.9245647,37.39371299,○
2015,2015011919,19,야,월,4,2,1,1,0,강원,인제군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1049711,1994123,128.0657823,37.94567062,○
2015,2015020315,15,주,화,1,1,0,1,0,강원,강릉시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1122594,1973762,128.8916832,37.75529715,○
2015,2015020816,16,주,일,1,0,0,0,0,울산,동구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1174540,1725441,129.4246216,35.50955289,○
2015,2015021109,9,주,수,1,23,4,19,0,인천,서구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타,승용차,승용차,920028,1950327,126.5946579,37.54881422,○
2015,2015021317,17,주,금,1,0,0,0,0,경기,파주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승합차,자전거,933858,1969563,126.7494682,37.72327883,○
2015,2015021717,17,주,화,2,11,4,7,0,제주,제주시,차대차,기타,기타,과속,교차로,교차로내,승합차,승용차,902111,1499353,126.4463783,33.48152986,○
2015,2015021911,11,주,목,1,2,2,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1173292,1748364,129.4157879,35.71634186,○
2015,2015021915,15,주,목,1,30,7,21,2,서울,강북구,차대차,추돌,진행중 추돌,신호위반,교차로,교차로내,승용차,승합차,958343,1958135,127.0279481,37.62171859,○
2015,2015030400,0,야,수,1,0,0,0,0,경남,창녕군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1081603,1724232,128.3998774,35.5106516,○
2015,2015031010,10,주,화,1,0,0,0,0,경기,광주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,981885,1935141,127.2952875,37.41522599,○
2015,2015032409,9,주,화,1,1,0,1,0,광주,북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,948706,1686036,126.9367316,35.16828773,○
2015,2015032811,11,주,토,1,0,0,0,0,경기,안성시,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타,승용차,보행자,976390,1887290,127.2347044,36.98377189,○
2015,2015032811,11,주,토,1,5,1,4,0,충북,괴산군,차대차,정면충돌,정면충돌,기타,교차로,교차로내,승용차,승합차,1023564,1870673,127.7642616,36.83397956,○
2015,2015032811,11,주,토,1,0,0,0,0,전북,무주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1018858,1781736,127.7093219,36.03229775,○
2015,2015033017,17,주,월,1,0,0,0,0,경기,용인시,차대사람,기타,기타,기타,교차로,교차로부근,승합차,보행자,969048,1919865,127.1508603,37.277192,○
2015,2015040312,12,주,금,2,3,3,0,0,부산,해운대구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1148030,1688850,129.1257923,35.18405774,○
2015,2015040523,23,야,일,1,0,0,0,0,전북,익산시,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,948745,1772962,126.9316534,35.95202879,○
2015,2015041212,12,주,일,1,6,3,3,0,전북,익산시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,화물차,953752,1780808,126.9867139,36.02301525,○
2015,2015041617,17,주,목,1,0,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,965998,1867693,127.1188154,36.80679855,○
2015,2015041912,12,주,일,3,3,1,2,0,전남,여수시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1019646,1642694,127.7147177,34.77857229,○
2015,2015042314,14,주,목,1,0,0,0,0,경북,경주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,건설기계,보행자,1162935,1754451,129.3025776,35.77296509,○
2015,2015042717,17,주,월,1,0,0,0,0,충남,천안시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,기타/불명,기타,승용차,자전거,967017,1865910,127.1303161,36.79076168,○
2015,2015042812,12,주,화,1,30,8,22,0,서울,양천구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,944829,1950719,126.8753753,37.55416625,○
2015,2015042819,19,야,화,1,0,0,0,0,경기,파주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,930459,1969856,126.7108741,37.72566764,○
2015,2015050115,15,주,금,1,6,4,2,0,강원,횡성군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타,승용차,승용차,1069895.3,1948377.3,128.2910914,37.5320616,○
2015,2015050712,12,주,목,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타,승용차,보행자,931066,1929137,126.7215866,37.35872281,○
2015,2015051117,17,주,월,1,0,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,958444,1962708,127.0288323,37.66294027,○
2015,2015051610,10,주,토,1,0,0,0,0,강원,영월군,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,승용차,보행자,1085735,1909859,128.4658883,37.18357486,○
2015,2015052008,8,주,수,1,0,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,자전거,1152718,1729941,129.1849418,35.5537089,○
2015,2015052213,13,주,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,957066,1957004,127.0135442,37.61146593,○
2015,2015052310,10,주,토,1,1,1,0,0,충남,천안시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,971046,1885163,127.1747385,36.96444905,○
2015,2015052416,16,주,일,1,4,1,3,0,광주,북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,942772,1690948,126.8712315,35.21225684,○
2015,2015052714,14,주,수,2,3,3,0,0,충남,태안군,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,건설기계,891681,1855749,126.2874799,36.6935621,○
2015,2015060117,17,주,월,1,0,0,0,0,경북,구미시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,1075129,1790806,128.3347505,36.11134595,○
2015,2015060417,17,주,목,1,0,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,기타,교차로,교차로내,자전거,화물차,944267,1948781,126.8691601,37.53666513,○
2015,2015060823,23,야,월,1,2,1,1,0,경기,김포시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,927254,1961445,126.6753481,37.64961494,○
2015,2015060917,17,주,화,1,0,0,0,0,경남,양산시,차대사람,보도통행중,보도통행중,기타,교차로,교차로내,승용차,보행자,1138122,1704884,129.0197054,35.32999805,○
2015,2015061116,16,주,목,1,0,0,0,0,부산,해운대구,차대사람,길가장자리구역통행중,길가장자리구역통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,1148597,1689785,129.1321859,35.19240161,○
2015,2015061214,14,주,금,1,2,1,0,1,경기,고양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,943429,1953390,126.8593198,37.57815507,○
2015,2015061917,17,주,금,2,2,1,1,0,전남,여수시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1012181,1645660,127.6331735,34.80543543,○
2015,2015062314,14,주,화,1,2,1,1,0,인천,서구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,929396,1955132,126.7002375,37.59288563,○
2015,2015062323,23,야,화,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,승용차,보행자,1171553,1776526,129.4026256,35.97042003,○
2015,2015062412,12,주,수,1,14,3,11,0,강원,정선군,차대차,정면충돌,정면충돌,신호위반,기타/불명,기타,승합차,건설기계,1118352,1913587,128.8338634,37.21360554,○
2015,2015063021,21,야,화,1,1,1,0,0,충북,옥천군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,1026753,1815951,127.7981214,36.34057951,○
2015,2015070214,14,주,목,1,0,0,0,0,서울,서초구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,화물차,보행자,957650,1943563,127.0209369,37.49034563,○
2015,2015070217,17,주,목,1,0,0,0,0,대전,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,989546,1815762,127.3835081,36.33919065,○
2015,2015070417,17,주,토,1,0,0,0,0,경북,포항시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1171691,1775138,129.403855,35.95788848,○
2015,2015070515,15,주,일,1,5,0,5,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,997969,1845808,127.4772891,36.61011678,○
2015,2015071204,4,야,일,1,1,0,0,1,서울,강동구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,970930.1,1951972.5,127.1708257,37.56665808,○
2015,2015071408,8,주,화,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,1094076,1769063,128.5426557,35.91369372,○
2015,2015071717,17,주,금,1,5,0,5,0,충북,음성군,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,1010361,1870863,127.6161978,36.83592925,○
2015,2015072316,16,주,목,1,0,0,0,0,경북,문경시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1058433,1861627,128.1545941,36.75092538,○
2015,2015072419,19,야,금,1,0,0,0,0,부산,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도부근,화물차,보행자,1132117,1684084,128.9503119,35.14331541,○
2015,2015073100,0,야,금,1,1,0,1,0,충남,서산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,905277,1873119,126.4374893,36.85157436,○
2015,2015080119,19,야,토,1,6,5,0,1,경기,포천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,974058,2007246,127.2042634,38.06493507,○
2015,2015080219,19,야,일,1,7,6,1,0,충남,서천군,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승합차,922650,1790534,126.6406013,36.10871947,○
2015,2015080416,16,주,화,1,3,3,0,0,광주,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,942582,1691830,126.8690825,35.22019859,○
2015,2015080418,18,야,화,1,0,0,0,0,부산,금정구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,1144689,1696481,129.0904529,35.25332773,○
2015,2015080709,9,주,금,1,3,3,0,0,강원,춘천시,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1024953,1974493.7,127.7833276,37.76976916,○
2015,2015081313,13,주,목,1,5,4,1,0,경기,평택시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승용차,961817,1888694,127.070886,36.99594896,○
2015,2015081316,16,주,목,1,0,0,0,0,대전,유성구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,자전거,983676,1811838,127.3181794,36.30373251,○
2015,2015081510,10,주,토,1,0,0,0,0,전북,남원시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,984814,1709049,127.3328108,35.3769906,○
2015,2015081515,15,주,토,1,6,3,3,0,충남,천안시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,기타/불명,기타,화물차,승합차,965579,1852657,127.1147961,36.67123955,○
2015,2015081519,19,야,토,2,0,0,0,0,경북,군위군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1112362,1796775,128.7492214,36.16155201,○
2015,2015081918,18,야,수,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타,승용차,보행자,949811.5,1771706.6,126.9435582,35.94076603,○
2015,2015082118,18,야,금,1,4,1,3,0,전남,여수시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,1021742,1650885,127.7378376,34.8523932,○
2015,2015082218,18,야,토,1,4,4,0,0,경남,함양군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1012797,1726031,127.641155,35.53014636,○
2015,2015082711,11,주,목,1,4,1,1,2,경기,김포시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,930954,1959995,126.7174249,37.6368324,○
2015,2015082815,15,주,금,1,0,0,0,0,경기,평택시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승용차,보행자,960635.8648,1895527.364,127.057255,37.057497,○
2015,2015082918,18,야,토,1,0,0,0,0,경남,진주시,차대차,기타,기타,안전운전 의무 불이행,기타/불명,기타,화물차,자전거,1051269,1686274,128.0630087,35.17043499,○
2015,2015083017,17,주,일,1,5,2,3,0,충남,논산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,968468,1796836,127.1493956,36.1681056,○
2015,2015083112,12,주,월,1,0,0,0,0,부산,사상구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,건설기계,보행자,1134688,1687393,128.9790667,35.17280233,○
2015,2015090418,18,야,금,1,0,0,0,0,충북,제천시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,1059550,1906703,128.1706598,37.15716571,○
2015,2015090616,16,주,일,1,3,3,0,0,강원,양구군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1042796,2007290,127.9878683,38.06469119,○
2015,2015091917,17,주,토,1,2,2,0,0,전남,해남군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,891306,1624809,126.3144579,34.61171598,○
2015,2015092010,10,주,일,1,0,0,0,0,경기,이천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1010501,1901793,127.6181983,37.11474458,○
2015,2015092116,16,주,월,1,0,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,942488,1948443,126.8490513,37.53350945,○
2015,2015092616,16,주,토,1,3,1,1,1,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1160441,1778515,129.2798447,35.99023469,○
2015,2015092701,1,야,일,1,5,5,0,0,경남,양산시,차대차,추돌,주정차중 추돌,과속,교차로,교차로부근,승용차,승용차,1138022,1705832,129.0187654,35.33855692,○
2015,2015092717,17,주,일,1,0,0,0,0,전남,순천시,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,984833,1656463,127.3339854,34.90281268,○
2015,2015100220,20,야,금,1,0,0,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타,승용차,보행자,922449,1505472,126.664732,33.53838277,○
2015,2015100312,12,주,토,1,1,0,1,0,충남,예산군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,이륜차,940343,1854459,126.8322544,36.68623506,○
2015,2015100912,12,주,금,4,19,3,13,3,경북,포항시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승합차,승합차,1171844,1790580,129.4089058,36.09700779,○
2015,2015101417,17,주,수,1,0,0,0,0,인천,연수구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,925860,1936888,126.6620279,37.42818007,○
2015,2015101618,18,야,금,1,2,2,0,0,경북,영천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,1129464,1775711,128.9358535,35.96956784,○
2015,2015101712,12,주,토,1,0,0,0,0,경기,화성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,953568,1914085,126.9766113,37.22444923,○
2015,2015102117,17,주,수,1,1,0,1,0,강원,양구군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1043223,2013502,127.9931118,38.12065605,○
2015,2015102908,8,주,목,1,0,0,0,0,경기,부천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,939660,1943548,126.8174466,37.48921001,○
2015,2015103009,9,주,금,1,0,0,0,0,부산,강서구,차대사람,기타,기타,신호위반,단일로,기타단일로,승용차,보행자,1134774.049,1691927.678,128.980753,35.213667,○
2015,2015103113,13,주,토,1,0,0,0,0,충북,단양군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1076919,1880656,128.3635905,36.92112692,○
2015,2015103115,15,주,토,1,0,0,0,0,대구,수성구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,자전거,1104700,1762429,128.6595101,35.85281298,○
2015,2015110217,17,주,월,1,3,1,2,0,전남,영광군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,승용차,896827,1697258,126.3657067,35.26547006,○
2015,2015110714,14,주,토,1,4,2,2,0,전남,나주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,932884.8,1676103.9,126.7638137,35.07780248,○
2015,2015111113,13,주,수,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1094218,1770913,128.5444486,35.93035698,○
2015,2015111209,9,주,목,1,0,0,0,0,서울,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,946962,1939260,126.9003497,37.45100965,○
2015,2015112121,21,야,토,1,5,0,5,0,경남,밀양시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1125893,1734149,128.8897221,35.59541198,○
2015,2015112717,17,주,금,1,1,1,0,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,1101091,1764367,128.6197946,35.87066196,○
2015,2015120621,21,야,일,1,2,2,0,0,경기,고양시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,승용차,940875,1960837,126.8297948,37.64511345,○
2015,2015120710,10,주,월,1,3,2,1,0,전남,여수시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1020919,1647088,127.7287401,34.81817059,○
2015,2015121320,20,야,일,1,5,0,4,1,강원,평창군,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1092545.8,1961396.8,128.5490664,37.64739819,○
2015,2015121908,8,주,토,2,9,4,5,0,전남,담양군,차대차,기타,기타,과속,단일로,기타단일로,승용차,승용차,950555,1692448,126.9566501,35.22619578,○
2015,2015122520,20,야,금,1,1,0,1,0,경남,양산시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1150535,1710583,129.1572817,35.37957026,○
2015,2015122712,12,주,일,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,944872,1929457,126.8774528,37.36253026,○
