발생년,발생년월일시,발생시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도, 어린이사고 여부*
2018,2018052916,16,주,화,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승합차,보행자,948147.1,1903213.5,126.9162633,37.12617108,○
2018,2018053017,17,주,수,1,2,2,0,0,경기,구리시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,이륜차,967717,1954316,127.1343394,37.58767385,○
2018,2018060120,20,야,금,1,3,2,1,0,전북,정읍시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,943379.2,1727376.3,126.8753764,35.5407414,○
2018,2018062020,20,야,수,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,937070,1937143,126.7886981,37.43130866,○
2018,2018062323,23,야,토,2,0,0,0,0,경기,용인시,차대차,기타,기타,과속,교차로,교차로내,승용차,승용차,978427,1914100,127.2568218,37.22549125,○
2018,2018062514,14,주,월,1,3,3,0,0,경기,광명시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승합차,승용차,945803.8,1939562.3,126.8872335,37.45366719,○
2018,2018062618,18,야,화,1,2,2,0,0,전남,순천시,차대차,측면충돌,측면충돌,과속,교차로,교차로내,승용차,승용차,1007741,1656056,127.5847276,34.89922637,○
2018,2018062816,16,주,목,1,0,0,0,0,경기,성남시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966232,1930403,127.1186166,37.3720808,○
2018,2018070220,20,야,월,2,2,0,2,0,경기,이천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,987016,1916822,127.3535921,37.25018667,○
2018,2018070819,19,야,일,1,5,0,5,0,경기,양주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,960501,1980648,127.0511789,37.82472464,○
2018,2018071217,17,주,목,2,6,1,3,2,서울,광진구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963978,1950370,127.0921836,37.55196845,○
2018,2018071320,20,야,금,1,1,1,0,0,충북,영동군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1025564,1797496,127.7842685,36.1742318,○
2018,2018071415,15,주,토,1,12,3,9,0,광주,북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타,승용차,승용차,948043,1688870,126.9292728,35.19380705,○
2018,2018072310,10,주,월,1,3,1,2,0,경기,평택시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,944016,1886366,126.8710141,36.97407284,○
2018,2018072812,12,주,토,1,6,2,4,0,경기,용인시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,968711,1917028,127.1471783,37.25160842,○
2018,2018080416,16,주,토,1,3,0,3,0,경남,창녕군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1094122,1722650,128.5377284,35.49528085,○
2018,2018080720,20,야,화,1,6,4,2,0,강원,양양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,1095643.4,2008836.9,128.5904552,38.07458657,○
2018,2018080803,3,야,수,1,0,0,0,0,충남,천안시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,970643,1861703,127.1711188,36.7529565,○
2018,2018080810,10,주,수,2,15,4,11,0,경기,양주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,961026,1984560,127.0569333,37.86000558,○
2018,2018080913,13,주,목,1,4,0,4,0,대구,수성구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,1102351,1759274,128.633096,35.82462069,○
2018,2018081313,13,주,월,1,2,0,2,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,996338,1846343,127.4590484,36.61493494,○
2018,2018081823,23,야,토,1,1,1,0,0,경기,의왕시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,승용차,없음,956205.1,1932237.5,127.0052653,37.38819671,○
2018,2018082001,1,야,월,1,2,1,1,0,충남,당진시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928905,1877131,126.7021221,36.88981099,○
2018,2018082217,17,주,수,1,0,0,0,0,부산,북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타,승용차,화물차,1137762,1694847,129.0140602,35.2395757,○
2018,2018082612,12,주,일,1,0,0,0,0,충남,천안시,차대사람,보도통행중,보도통행중,신호위반,교차로,기타,승용차,보행자,968108.8,1866757.8,127.1425176,36.79844163,○
2018,2018090115,15,주,토,1,0,0,0,0,경기,김포시,차대차,기타,기타,신호위반,교차로,교차로내,승용차,자전거,921338,1965351,126.60787,37.68432921,○
2018,2018090213,13,주,일,1,2,1,1,0,울산,울주군,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,화물차,승용차,1157429,1731096,129.2371221,35.56338085,○
2018,2018090216,16,주,일,2,4,0,4,0,경남,함안군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,1091203,1699890,128.5030057,35.29036132,○
2018,2018090422,22,야,화,1,2,2,0,0,경남,밀양시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1114345,1716607,128.7598003,35.4386825,○
2018,2018090704,4,야,금,1,1,1,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1170404,1788299,129.3924248,36.07670769,○
2018,2018091121,21,야,화,1,0,0,0,0,경기,구리시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967749,1954997,127.1346718,37.59381306,○
2018,2018091515,15,주,토,1,1,0,0,1,인천,옹진군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,888133,1909885,126.2397627,37.18104378,○
2018,2018091820,20,야,화,1,0,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,기타,승합차,자전거,961496,1917718,127.0657866,37.25755757,○
2018,2018092319,19,야,일,1,0,0,0,0,충남,청양군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,938465,1828090,126.8133425,36.44841368,○
2018,2018092716,16,주,목,1,3,0,3,0,경남,남해군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,1046570,1648357,128.0092859,34.82876308,○
2018,2018093012,12,주,일,1,0,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,958821,1948046,127.0339317,37.53080545,○
2018,2018100616,16,주,토,1,0,0,0,0,경기,안성시,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,화물차,보행자,976602,1890532,127.2369859,37.01300167,○
2018,2018100919,19,야,화,1,2,1,1,0,전남,완도군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,936057.6,1601715.5,126.8042603,34.40723727,○
2018,2018101116,16,주,목,1,0,0,0,0,인천,계양구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,기타,승합차,보행자,934500,1951469,126.7583756,37.56024935,○
2018,2018101408,8,주,일,1,1,0,1,0,경북,포항시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,1165465,1780616,129.3359918,36.00832778,○
2018,2018101419,19,야,일,1,7,2,5,0,경남,함양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1025482,1727622,127.7811234,35.54424676,○
2018,2018101713,13,주,수,1,5,0,5,0,부산,기장군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1157066,1700000,129.2271238,35.28317997,○
2018,2018102319,19,야,화,2,4,4,0,0,충남,홍성군,차대차,기타,기타,기타,단일로,기타단일로,화물차,승용차,915321.4,1847681.3,126.5529638,36.62324299,○
2018,2018111520,20,야,목,1,3,0,3,0,서울,구로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,941821,1944702,126.8417986,37.49974979,○
2018,2018112814,14,주,수,1,0,0,0,0,경기,의왕시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,955759,1932532,127.0002084,37.39082999,○
2018,2018121510,10,주,토,1,10,2,8,0,충남,논산시,차대차,추돌,추돌,안전거리 미확보,기타,기타,승용차,승용차,961059,1793255,127.0671943,36.13555169,○
2018,2018122211,11,주,토,2,6,4,2,0,강원,평창군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1081260.1,1935501.2,128.4182858,37.41508352,○
2019,2019011621,21,야,수,1,4,0,3,1,전남,화순군,차량단독,도로이탈,도로이탈 추락,과속,단일로,기타단일로,승용차,없음,966462.9,1667079.5,127.1324861,34.99810421,○
2019,2019012420,20,야,목,3,5,4,1,0,강원,삼척시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타,화물차,승용차,1149446.5,1937500.2,129.1889996,37.42460034,○
2019,2019020316,16,주,일,1,4,0,4,0,경기,안양시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,949307,1933861,126.927232,37.40247825,○
2019,2019020913,13,주,토,1,2,0,0,2,경기,평택시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,963757,1896117,127.0923304,37.06293786,○
2019,2019021613,13,주,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,기타,교차로,교차로내,승용차,보행자,1097128,1690643,128.5670632,35.20643715,○
2019,2019021615,15,주,토,1,4,0,4,0,경북,경산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,승용차,1111361,1761255,128.7330993,35.84149601,○
2019,2019022715,15,주,수,1,2,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,968450,1942527,127.1431484,37.48143985,○
2019,2019030110,10,주,금,1,6,2,4,0,충남,천안시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,968911,1853109,127.1520653,36.67542899,○
2019,2019031315,15,주,수,1,0,0,0,0,전남,함평군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,911149,1675021,126.5255368,35.06635751,○
2019,2019031817,17,주,월,1,0,0,0,0,전남,목포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,899191,1647453,126.3977404,34.81668409,○
2019,2019032008,8,주,수,1,0,0,0,0,전북,익산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승합차,자전거,949193,1771544,126.9367116,35.93926811,○
2019,2019032107,7,주,목,1,1,1,0,0,전남,신안군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,877263,1652759,126.157253,34.86211084,○
2019,2019032317,17,주,토,1,14,0,7,7,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,964889.6,1926012.3,127.1036636,37.33245459,○
2019,2019032319,19,야,토,1,0,0,0,0,전남,화순군,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,953715,1674303,126.9923909,35.06273554,○
2019,2019032916,16,주,금,1,5,1,2,2,경북,구미시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,1073703,1789256,128.3187629,36.09748225,○
2019,2019033010,10,주,토,1,4,3,1,0,경북,경주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1158385,1762291,129.2538148,35.84436301,○
2019,2019040518,18,야,금,1,0,0,0,0,충북,충주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1037798,1887155,127.9247102,36.98209168,○
2019,2019041222,22,야,금,1,3,1,2,0,경기,이천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,990786,1919399,127.3960707,37.27346072,○
2019,2019041314,14,주,토,1,3,2,0,1,경북,칠곡군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1094353,1781224,128.547172,36.02329216,○
2019,2019050518,18,야,일,1,3,2,1,0,전남,영암군,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,승용차,928949.5,1644230.3,126.7233645,34.79013788,○
2019,2019050717,17,주,화,1,0,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,939355,1951025,126.8133794,37.5565801,○
2019,2019051514,14,주,수,1,0,0,0,0,전남,광양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,기타,자전거,승합차,1009629,1664601,127.6054909,34.97626491,○
2019,2019051519,19,야,수,2,5,3,2,0,인천,연수구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승합차,승합차,926056.9,1932194.6,126.6647229,37.38589493,○
2019,2019060113,13,주,토,1,3,3,0,0,인천,강화군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,912196,1973302,126.5032417,37.75515349,○
2019,2019060215,15,주,일,1,2,1,1,0,강원,인제군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1056502,2015697,128.1447722,38.13970418,○
2019,2019060407,7,주,화,3,1,1,0,0,충남,공주시,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,화물차,승용차,966072,1832693,127.1211934,36.49128444,○
2019,2019060521,21,야,수,1,0,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,943355,1946352,126.8590252,37.51471681,○
2019,2019061719,19,야,월,2,2,1,1,0,전남,광양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,승용차,1020596,1661868,127.7255722,34.95145647,○
2019,2019062918,18,야,토,1,3,2,1,0,경남,거제시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1098329,1655421,128.5760823,34.88876672,○
2019,2019071208,8,주,금,1,0,0,0,0,강원,인제군,차대사람,보도통행중,보도통행중,중앙선 침범,교차로,교차로부근,승용차,보행자,1059612,2008371,128.1796477,38.07348138,○
2019,2019080414,14,주,일,1,1,0,0,1,부산,기장군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1152698.1,1699066,129.1789385,35.27543784,○
2019,2019080516,16,주,월,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,1101793,1695839,128.6189482,35.25281857,○
2019,2019080810,10,주,목,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,944496,1946466,126.871927,37.51581366,○
2019,2019080910,10,주,금,1,4,0,4,0,경남,김해시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,화물차,1124684,1694041,128.870244,35.23402259,○
2019,2019081412,12,주,수,1,1,1,0,0,경기,이천시,차대차,기타,기타,기타,교차로,교차로내,승용차,이륜차,997638,1908650,127.4733919,37.17661093,○
2019,2019081623,23,야,금,1,4,1,3,0,충북,음성군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1008433,1887783,127.594764,36.98847462,○
2019,2019082312,12,주,금,1,0,0,0,0,울산,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1167748,1740180,129.3528205,35.64355013,○
2019,2019082808,8,주,수,1,1,0,0,1,인천,부평구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,자전거,보행자,929163,1945159.2,126.6985614,37.50298578,○
2019,2019090817,17,주,일,1,1,0,1,0,경북,포항시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1166810,1778942,129.3505563,35.99301365,○
2019,2019091117,17,주,수,1,1,0,1,0,충남,아산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,955130,1864225,126.9971861,36.7750837,○
2019,2019091708,8,주,화,1,2,1,1,0,충남,공주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,기타,승합차,보행자,966139,1827959,127.1221486,36.44860963,○
2019,2019092215,15,주,일,1,17,2,15,0,대구,동구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승합차,없음,1107417,1765789,128.6900469,35.88280656,○
2019,2019092514,14,주,수,1,18,7,7,4,경기,의왕시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,955710,1931555,126.9997134,37.38202146,○
2019,2019092713,13,주,금,1,0,0,0,0,경북,상주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,1060026,1824494,128.1695415,36.41609258,○
2019,2019092816,16,주,토,1,3,0,3,0,전남,나주시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,승용차,924896,1669682,126.6767734,35.01933626,○
2019,2019100612,12,주,일,1,1,1,0,0,전남,강진군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,이륜차,화물차,933801,1634393,126.7771644,34.70176078,○
2019,2019100919,19,야,수,1,2,0,2,0,전북,완주군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,966214,1771945,127.1253989,35.94362064,○
2019,2019101418,18,야,월,1,0,0,0,0,충남,서천군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928000,1779712,126.7010241,36.01157103,○
2019,2019101614,14,주,수,1,0,0,0,0,강원,동해시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,보행자,1142127,1944149,129.1075894,37.48566009,○
2019,2019102515,15,주,금,1,8,1,7,0,경기,화성시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승합차,948619.1,1904418.2,126.9214939,37.13705601,○
2019,2019102519,19,야,금,1,0,0,0,0,부산,사하구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타,승합차,보행자,1134147,1676233,128.971317,35.07227543,○
2019,2019102721,21,야,일,1,2,2,0,0,경남,창원시(통합),차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1105553,1693415,128.6599609,35.23057646,○
2019,2019102817,17,주,월,1,3,0,3,0,전남,곡성군,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,화물차,승용차,970933,1694785,127.1804966,35.24806638,○
2019,2019110218,18,야,토,1,5,4,0,1,경남,고성군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,1070480,1665260,128.2721717,34.97979797,○
2019,2019110219,19,야,토,1,0,0,0,0,경기,하남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,973560,1949055,127.2007103,37.54044058,○
2019,2019110315,15,주,일,1,6,6,0,0,전남,담양군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,947696,1707151,126.924296,35.35862102,○
2019,2019111611,11,주,토,1,3,2,1,0,부산,해운대구,차대사람,보도통행중,보도통행중,신호위반,교차로,교차로부근,승용차,보행자,1152500,1688269,129.1747598,35.17815214,○
2019,2019111711,11,주,일,1,13,4,9,0,대구,수성구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1102215,1764248,128.6322278,35.86947255,○
2019,2019112517,17,주,월,1,3,1,2,0,경기,김포시,차대차,기타,기타,중앙선 침범,기타,기타,승용차,승용차,925195,1963298,126.6518196,37.66614952,○
2019,2019123112,12,주,화,1,1,0,1,0,울산,울주군,차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,1157722,1731868,129.2405043,35.57029182,○
